Police;TypeCompteur;NoPhase;CodeTarif;Amperage;NCompteur;DernierIndx;DatDernIndex
1000110502;MONO;1;2;10;602043;2471;25/06/2015
1000110503;MONO;1;2;15;602702;6875;25/06/2015
1000110504;MONO;1;2;10;602349;2570;25/06/2015
1000110505;MONO;1;2;10;601923;2666;25/06/2015
1000110506;MONO;1;2;10;601851;3854;25/06/2015
1000110507;MONO;1;2;10;601905;2291;25/06/2015
1000110508;MONO;1;2;15;888964;2225;25/06/2015
1000110509;MONO;1;2;15;802145;2434;25/06/2015
1000110510;MONO;1;2;10;301822;6491;25/06/2015
1000110511;MONO;1;2;10;722320;1275;25/06/2015
1000110512;MONO;1;2;10;818732;2576;25/06/2015
1000110513;MONO;1;2;10;843901;569;25/06/2015
1000110514;MONO;1;2;10;818850;309;25/06/2015
1000110515;MONO;1;2;10;729935;500;25/06/2015
1000110516;MONO;1;2;15;501105;2994;25/06/2015
1000110517;MONO;1;2;10;500890;8176;25/06/2015
1000110518;MONO;1;2;15;730038;2217;25/06/2015
1000110519;MONO;1;2;10;2007030239;1140;25/06/2015
1000110520;MONO;1;2;10;732467;406;25/06/2015
1000110521;MONO;1;2;10;702932;758;25/06/2015
1000110522;MONO;1;2;10;602147;1550;25/06/2015
1000110523;MONO;1;2;10;500953;3478;25/06/2015
1000110524;MONO;1;2;10;500919;959;25/06/2015
1000110525;MONO;1;2;15;500783;4758;25/06/2015
1000110526;MONO;1;2;10;501580;1556;25/06/2015
1000110527;MONO;1;2;15;696231;1685;25/06/2015
1000110528;MONO;1;2;10;694770;3444;25/06/2015
1000110529;MONO;1;2;15;719843;2064;25/06/2015
1000110530;MONO;1;2;15;99059906;4069;25/06/2015
1000110531;MONO;1;2;15;563237;7169;25/05/2015
1000110532;MONO;1;2;10;500955;3603;25/06/2015
1000110533;MONO;1;2;10;501684;7932;25/06/2015
1000110534;MONO;1;2;10;501078;2570;25/06/2015
1000110535;MONO;1;3;10;500991;4036;25/06/2015
1000110536;MONO;1;2;25;500815;5608;25/06/2015
1000110537;MONO;1;2;10;501303;4684;25/06/2015
1000110538;MONO;1;2;15;51156;2785;25/03/2015
1000110539;MONO;1;2;10;500808;4945;25/06/2015
1000110540;MONO;1;2;10;501639;3387;25/06/2015
1000110541;MONO;1;2;10;501061;2501;25/06/2015
1000110542;MONO;1;2;10;500776;5241;25/06/2015
1000110543;MONO;1;2;10;500796;2562;25/06/2015
1000110544;MONO;1;2;10;500989;7092;25/06/2015
1000110545;MONO;1;2;10;501281;822;25/06/2015
1000110546;MONO;1;2;10;501188;12752;25/06/2015
1000110547;MONO;1;2;10;501538;1771;25/06/2015
1000110548;MONO;1;2;10;500819;2188;25/06/2015
1000110549;MONO;1;2;10;501693;4632;25/06/2015
1000110550;MONO;1;2;10;;2803;25/05/2015
1000110551;MONO;1;2;10;500849;4830;25/06/2015
1000110552;MONO;1;2;15;501417;5457;25/06/2015
1000110553;MONO;1;2;10;501558;2400;25/06/2015
1000110554;MONO;1;2;10;501623;1005;25/06/2015
1000110555;MONO;1;2;10;501410;2402;25/06/2015
1000110556;MONO;1;2;10;602913;2460;25/06/2015
1000110557;MONO;1;2;15;602712;5799;25/05/2015
1000110558;MONO;1;2;10;602617;2047;25/06/2015
1000110559;MONO;1;2;10;602578;1478;25/06/2015
1000110560;MONO;1;2;15;602601;3150;25/06/2015
1000110561;MONO;1;2;10;602244;3908;25/06/2015
1000110562;MONO;1;2;10;53722;17416;25/06/2015
1000110563;MONO;1;2;15;43549;50473;25/06/2015
1000110564;MONO;1;2;15;818541;4454;25/06/2015
1000110565;MONO;1;2;15;1;1229;25/06/2015
1000110566;MONO;1;2;10;818911;1629;25/06/2015
1000110567;MONO;1;2;15;818972;1470;25/06/2015
1000110568;MONO;1;2;10;79783;929;25/06/2015
1000110569;MONO;1;2;10;20002865;32;25/06/2015
1000110570;MONO;1;2;10;844215;545;25/06/2015
1000110571;MONO;1;2;10;844609;161;25/05/2015
1000110572;MONO;1;2;10;501089;3530;25/06/2015
1000110573;MONO;1;2;10;501509;1995;25/06/2015
1000110574;MONO;1;2;10;501895;3652;25/06/2015
1000110575;MONO;1;3;10;501486;1612;25/06/2015
1000110576;MONO;1;3;10;501099;2408;25/06/2015
1000110577;MONO;1;2;10;501541;2838;25/06/2015
1000110578;MONO;1;2;15;818103;3090;25/06/2015
1000110579;MONO;1;2;10;59202;7387;25/06/2015
1000110580;MONO;1;2;10;602501;3142;25/06/2015
1000110581;MONO;1;2;10;501095;4563;25/06/2015
1000110582;MONO;1;2;10;501590;7056;25/06/2015
1000110583;MONO;1;2;10;5000769;4255;25/06/2015
1000110584;MONO;1;2;10;501220;9723;25/06/2015
1000110585;MONO;1;2;10;501700;4485;25/06/2015
1000110586;MONO;1;2;10;602376;3555;25/06/2015
1000110587;MONO;1;2;20;602366;3210;25/06/2015
1000110588;MONO;1;2;10;737775;5299;25/05/2015
1000110589;MONO;1;2;10;501071;1420;25/06/2015
1000110590;MONO;1;2;10;501092;3890;25/06/2015
1000110591;MONO;1;2;10;162201;3277;25/06/2015
1000110592;MONO;1;2;10;501062;4729;25/06/2015
1000110593;MONO;1;2;10;500970;8019;25/06/2015
1000110594;MONO;1;2;10;500847;2915;25/06/2015
1000110595;MONO;1;3;10;501461;1247;25/06/2015
1000110596;MONO;1;2;30;500829;4217;25/06/2015
1000110597;MONO;1;2;10;500759;1523;25/06/2015
1000110598;MONO;1;2;10;501519;5253;25/06/2015
1000110599;MONO;1;2;25;501488;13432;25/06/2015
1000110600;MONO;1;2;10;501073;3141;25/06/2015
1000110601;MONO;1;2;10;698642;5684;25/06/2015
1000110602;MONO;1;2;10;602289;1987;25/06/2015
1000110603;MONO;1;2;10;721474;1288;25/06/2015
1000110604;MONO;1;2;15;818813;2492;25/06/2015
1000110605;MONO;1;2;10;82622;1026;25/06/2015
1000110606;MONO;1;2;10;718756;2058;25/06/2015
1000110607;MONO;1;2;10;500878;3834;25/06/2015
1000110608;MONO;1;2;10;501330;3222;25/06/2015
1000110609;MONO;1;2;15;501431;3895;25/06/2015
1000110610;MONO;1;2;10;500761;5053;25/06/2015
1000110611;MONO;1;2;10;695585;2856;25/06/2015
1000110612;MONO;1;2;10;2004033015;3190;25/06/2015
1000110613;MONO;1;2;10;730037;2613;25/06/2015
1000110614;MONO;1;2;10;316978;16412;25/06/2015
1000110615;MONO;1;2;10;601859;4339;25/06/2015
1000110616;MONO;1;2;10;729916;1618;25/06/2015
1000110617;MONO;1;2;10;602501;3629;25/06/2015
1000110618;MONO;1;2;10;501018;2494;25/06/2015
1000110619;MONO;1;2;10;500753;2684;25/06/2015
1000110620;MONO;1;3;10;501094;2894;25/06/2015
1000110621;MONO;1;2;10;500954;2143;25/06/2015
1000110622;MONO;1;2;10;501091;3259;25/06/2015
1000110623;MONO;1;2;10;500901;1635;25/06/2015
1000110624;MONO;1;2;10;500781;1852;25/06/2015
1000110625;MONO;1;2;15;501182;4917;25/06/2015
1000110626;MONO;1;2;10;501477;2017;25/06/2015
1000110627;MONO;1;2;15;501492;4741;25/06/2015
1000110628;MONO;1;2;15;50140;2191;25/06/2015
1000110629;MONO;1;2;10;500969;2490;25/06/2015
1000110630;MONO;1;2;10;602641;2701;25/06/2015
1000110631;MONO;1;2;15;602605;1522;25/06/2015
1000110632;MONO;1;2;10;601867;3035;25/06/2015
1000110633;MONO;1;2;10;602401;3893;25/06/2015
1000110634;MONO;1;2;15;818696;1149;25/06/2015
1000110635;MONO;1;2;15;58704;1509;25/06/2015
1000110636;MONO;1;2;10;602418;1617;25/06/2015
1000110637;MONO;1;2;10;818521;574;25/06/2015
1000110638;MONO;1;2;15;602076;5389;25/06/2015
1000110639;MONO;1;2;10;602181;1957;25/06/2015
1000110640;MONO;1;2;10;;2020;25/06/2015
1000110641;MONO;1;2;10;501146;2674;25/06/2015
1000110642;MONO;1;2;10;501124;7223;25/06/2015
1000110643;MONO;1;2;15;501730;10714;25/06/2015
1000110644;MONO;1;2;10;501937;3938;25/06/2015
1000110645;MONO;1;2;10;501265;4204;25/06/2015
1000110646;MONO;1;2;10;501152;4562;25/06/2015
1000110647;MONO;1;2;15;501500;3177;25/06/2015
1000110648;MONO;1;2;15;699932;4566;25/06/2015
1000110649;;3;6;10;701183;7036;25/06/2015
1000110650;MONO;1;2;10;602871;4606;25/06/2015
1000110651;MONO;1;2;15;602004;5761;25/06/2015
1000110652;MONO;1;2;10;601755;3208;25/06/2012
1000110653;MONO;1;2;10;602021;2241;25/06/2015
1000110654;MONO;1;2;15;844262;3023;25/06/2015
1000110655;MONO;1;2;10;844266;1516;25/06/2015
1000110656;MONO;1;2;10;602835;2714;25/06/2015
1000110657;MONO;1;2;10;849234;2758;25/06/2015
1000110658;MONO;1;2;10;221144;42112;25/06/2015
1000110659;MONO;1;2;10;501732;2725;25/06/2015
1000110660;MONO;1;3;10;501141;4439;25/06/2015
1000110661;MONO;1;2;10;501668;3545;25/06/2015
1000110662;MONO;1;2;10;501015;2517;25/06/2015
1000110663;MONO;1;2;10;500788;3006;25/06/2015
1000110664;MONO;1;2;15;501436;1481;25/06/2015
1000110665;MONO;1;2;15;501034;2573;25/06/2015
1000110666;MONO;1;2;10;500860;6188;25/06/2015
1000110667;MONO;1;2;10;501434;4035;25/06/2015
1000110668;MONO;1;2;10;500987;3913;25/06/2015
1000110669;MONO;1;2;10;602748;4696;25/06/2015
1000110670;MONO;1;2;15;602684;4765;25/06/2015
1000110671;MONO;1;2;10;163896;64222;25/06/2015
1000110672;MONO;1;2;10;69299;41164;25/06/2015
1000110673;MONO;1;2;10;76437;39348;25/06/2015
1000110674;MONO;1;2;10;702624;1623;25/06/2015
1000110675;MONO;1;2;15;724711;4088;25/06/2015
1000110676;MONO;1;2;15;602457;3405;25/06/2015
1000110677;MONO;1;2;10;501340;1615;25/06/2015
1000110678;MONO;1;2;10;20000475;641;25/06/2015
1000110679;MONO;1;2;10;501264;9981;25/06/2015
1000110680;MONO;1;2;10;501304;2897;25/06/2015
1000110681;MONO;1;2;10;501103;10029;25/06/2015
1000110682;MONO;1;2;10;501267;3138;25/06/2015
1000110683;MONO;1;2;10;501708;5660;25/06/2015
1000110684;MONO;1;3;10;501390;1924;25/06/2015
1000110685;MONO;1;2;10;;1178;25/06/2015
1000110686;MONO;1;2;10;501662;4552;25/06/2015
1000110687;MONO;1;2;10;501633;1541;25/06/2015
1000110688;MONO;1;2;10;700007;4600;25/06/2015
1000110689;MONO;1;2;10;724094;5102;25/06/2015
1000110690;MONO;1;2;10;602650;2301;25/06/2015
1000110691;MONO;1;2;10;602707;2161;25/06/2015
1000110692;MONO;1;2;15;602627;4212;25/06/2015
1000110693;MONO;1;2;15;802007;3611;25/06/2015
1000110694;MONO;1;2;15;59197;8706;25/06/2015
1000110695;MONO;1;2;10;729929;1228;25/06/2015
1000110696;MONO;1;2;10;818917;712;25/06/2015
1000110697;MONO;1;2;15;844064;1036;25/06/2015
1000110698;MONO;1;2;15;844176;1493;25/06/2015
1000110699;MONO;1;2;15;730043;3277;25/06/2015
1000110700;MONO;1;2;15;;689;25/06/2015
1000110701;MONO;1;2;15;729785;3259;25/05/2015
1000110702;MONO;1;2;15;694672;4461;25/06/2015
1000110703;MONO;1;2;10;501632;4319;25/06/2015
1000110704;MONO;1;2;10;501687;6572;25/06/2015
1000110705;MONO;1;2;10;501659;6819;25/06/2015
1000110706;MONO;1;2;15;;1447;25/06/2015
1000110707;MONO;1;2;15;7299920;2653;25/06/2015
1000110708;MONO;1;3;10;501716;3891;25/06/2015
1000110709;MONO;1;2;25;501746;5255;25/06/2015
1000110710;MONO;1;2;10;501718;5243;25/06/2015
1000110711;MONO;1;2;15;501246;4707;25/06/2015
1000110712;MONO;1;2;15;20002461;178;25/06/2015
1000110713;MONO;1;2;15;818901;1443;25/06/2015
1000110714;MONO;1;2;15;719855;1474;25/06/2015
1000110715;MONO;1;2;10;602906;3195;25/06/2015
1000110716;MONO;1;2;10;512861;20988;25/08/2011
1000110717;MONO;1;2;10;2008094564;2056;25/06/2015
1000110718;MONO;1;2;10;601970;3893;25/06/2015
1000110719;MONO;1;2;10;501115;7723;25/06/2015
1000110720;MONO;1;2;15;501704;3078;25/06/2015
1000110721;MONO;1;2;15;501030;3307;25/06/2015
1000110722;MONO;1;2;10;500984;2648;25/06/2015
1000110723;MONO;1;2;15;501572;6687;25/06/2015
1000110724;MONO;1;2;10;7761;85208;25/06/2015
1000110725;MONO;1;2;15;59969;6328;25/06/2015
1000110726;MONO;1;2;15;500857;8885;25/06/2015
1000110727;MONO;1;2;10;602369;7778;25/03/2013
1000110728;MONO;1;2;15;818573;347;25/06/2015
1000110729;MONO;1;2;15;720058;3100;25/06/2015
1000110730;MONO;1;3;10;;5891;25/06/2015
1000110731;MONO;1;2;10;501088;1427;25/06/2015
1000110732;MONO;1;2;15;1;1646;25/06/2015
1000110733;MONO;1;2;10;729701;502;25/06/2015
1000110734;MONO;1;2;10;818527;4391;25/05/2015
1000110735;MONO;1;2;10;718100;1905;25/06/2015
1000110736;MONO;1;2;10;501723;5875;25/06/2015
1000110737;MONO;1;2;10;500762;4517;25/06/2015
1000110738;MONO;1;2;10;501522;7823;25/06/2015
1000110739;MONO;1;2;10;717863;1410;25/06/2015
1000110740;MONO;1;2;10;844303;2390;25/06/2015
1000110741;MONO;1;2;15;99032365;67768;25/06/2015
1000110742;MONO;1;2;10;844146;1225;25/06/2015
1000110743;MONO;1;2;15;844735;2005;25/06/2015
1000110744;MONO;1;2;10;501090;5131;25/06/2015
1000110745;MONO;1;2;10;500942;3069;25/06/2015
1000110746;MONO;1;2;10;602700;2071;25/06/2015
1000110747;MONO;1;2;10;902864;2687;25/06/2015
1000110748;MONO;1;2;10;197517;992;25/06/2015
1000110749;MONO;1;2;15;818584;1533;25/05/2015
1000110750;MONO;1;2;10;80821;1476;25/06/2015
1000110751;MONO;1;2;20;602396;6358;25/06/2015
1000110752;MONO;1;2;10;730073;2193;25/05/2015
1000110753;MONO;1;3;10;501044;4623;25/06/2015
1000110754;MONO;1;2;10;500962;4649;25/06/2015
1000110755;MONO;1;2;15;501041;4683;25/06/2015
1000110756;MONO;1;2;10;500931;13494;25/06/2015
1000110757;MONO;1;2;10;602010;12954;25/05/2015
1000110758;MONO;1;2;10;630412;12270;25/12/2014
1000110759;MONO;1;2;15;722317;1579;25/05/2015
1000110760;MONO;1;2;10;818924;1278;25/06/2015
1000110761;MONO;1;2;15;818659;7665;25/06/2015
1000110762;TRI;3;1;40;80042;8321;26/04/2011
1000110763;MONO;1;2;15;818815;3831;25/06/2015
1000110764;MONO;1;2;15;729779;1830;25/06/2015
1000110765;MONO;1;2;15;729879;1456;25/06/2015
1000110766;MONO;1;2;10;20000545;348;25/06/2015
1000110767;MONO;1;2;10;602840;6083;25/06/2015
1000110768;MONO;1;2;10;602222;3583;25/06/2015
1000110769;MONO;1;2;30;602206;2340;25/06/2015
1000110770;MONO;1;2;15;400390;13268;25/05/2015
1000110771;MONO;1;2;10;S400021;5584;25/06/2015
1000110772;MONO;1;2;10;S400040;9810;25/06/2015
1000110773;MONO;1;2;10;S400048;3273;25/06/2015
1000110774;MONO;1;2;10;S400109;3113;25/06/2015
1000110775;MONO;1;2;15;400205;8018;25/06/2015
1000110776;MONO;1;2;10;;26325;25/06/2015
1000110777;MONO;1;2;10;S400232;6109;25/06/2015
1000110778;MONO;1;2;10;2201240;7896;25/06/2015
1000110779;MONO;1;2;10;21611019;3740;25/06/2015
1000110780;MONO;1;2;10;308129;7496;25/06/2015
1000110781;MONO;1;2;10;;3153;25/06/2015
1000110782;MONO;1;2;10;888558;2692;25/06/2015
1000110783;MONO;1;2;10;;4259;25/06/2015
1000110784;MONO;1;2;15;92563745;19901;25/06/2015
1000110785;MONO;1;2;10;557374;6344;25/06/2015
1000110786;MONO;1;2;10;;3731;25/06/2015
1000110787;MONO;1;2;10;;37267;25/06/2015
1000110788;MONO;1;2;15;;57503;25/06/2015
1000110789;MONO;1;8;15;1;10241;25/06/2015
1000110790;MONO;1;2;10;;16488;25/06/2015
1000110791;MONO;1;2;10;;8483;25/09/2012
1000110792;TRI;3;1;50;111568;23562;25/06/2015
1000110793;MONO;1;2;10;20000196;1;25/06/2015
1000110794;MONO;1;2;15;;4910;25/04/2015
1000110795;MONO;1;2;10;;10289;25/06/2015
1000110796;MONO;1;2;15;;3994;25/06/2015
1000110797;MONO;1;2;15;;17787;25/06/2015
1000110798;MONO;1;2;15;;5114;25/06/2015
1000110799;MONO;1;2;15;;2636;25/06/2015
1000110800;MONO;1;2;15;;14221;25/06/2015
1000110801;MONO;1;2;15;;17253;25/06/2015
1000110802;MONO;1;2;10;;9914;25/06/2015
1000110803;MONO;1;2;10;20000284;744;25/06/2015
1000110804;MONO;1;2;10;;4429;25/06/2015
1000110805;MONO;1;2;15;;6082;25/06/2015
1000110806;MONO;1;2;10;;10104;25/06/2015
1000110807;MONO;1;2;10;;77534;25/06/2015
1000110808;MONO;1;2;10;;28365;25/06/2015
1000110809;MONO;1;3;25;;6903;25/06/2015
1000110810;MONO;1;2;10;;10659;25/06/2015
1000110811;MONO;1;2;15;;9949;25/06/2015
1000110812;MONO;1;2;10;;11741;25/06/2015
1000110813;MONO;1;2;10;;1833;25/06/2015
1000110814;MONO;1;2;15;;10215;25/06/2015
1000110815;MONO;1;2;15;;13321;25/06/2015
1000110816;MONO;1;2;10;;7882;25/06/2015
1000110817;MONO;1;2;10;1;5821;25/06/2015
1000110818;MONO;1;2;10;;7867;25/06/2015
1000110819;MONO;1;2;10;;4704;25/07/2013
1000110820;MONO;1;2;10;;7805;25/06/2015
1000110821;MONO;1;2;10;;22955;25/06/2015
1000110822;MONO;1;2;15;;6796;25/06/2015
1000110823;MONO;1;2;10;;6970;25/06/2015
1000110824;MONO;1;2;10;;8252;25/06/2015
1000110825;MONO;1;2;10;;7060;25/06/2015
1000110826;MONO;1;2;10;1;10734;25/06/2015
1000110827;MONO;1;2;15;;5100;25/06/2015
1000110828;MONO;1;2;15;1;6477;25/02/2015
1000110829;MONO;1;2;10;;7942;25/06/2015
1000110830;MONO;1;2;15;162551;8148;25/06/2015
1000110831;MONO;1;2;10;1;6996;25/06/2015
1000110832;MONO;1;2;10;;3167;25/06/2015
1000110833;MONO;1;2;15;;5283;25/06/2015
1000110834;MONO;1;2;10;;9856;25/06/2015
1000110835;MONO;1;2;15;1;4516;25/06/2015
1000110836;MONO;1;2;10;;25584;25/06/2015
1000110837;MONO;1;2;10;82144;5334;25/06/2015
1000110838;MONO;1;2;15;37166;751;25/06/2015
1000110839;MONO;1;2;10;20000627;1826;25/06/2015
1000110840;MONO;1;2;30;;9135;25/06/2015
1000110841;MONO;1;2;10;2000034;1949;25/06/2015
1000110842;MONO;1;2;15;;6360;25/06/2015
1000110843;MONO;1;2;10;;7779;25/06/2015
1000110844;MONO;1;2;15;;1470;25/06/2015
1000110845;MONO;1;2;10;;8948;25/06/2015
1000110846;MONO;1;2;10;;3539;25/06/2015
1000110847;MONO;1;2;10;1140386;5667;25/06/2015
1000110848;MONO;1;2;10;22041009;6036;25/08/2014
1000110849;MONO;1;2;15;400342;3052;25/06/2015
1000110850;MONO;1;2;15;400487;4582;25/06/2015
1000110851;MONO;1;2;15;501181;8752;25/06/2015
1000110852;MONO;1;2;10;500990;3378;25/06/2015
1000110853;MONO;1;2;15;;3484;25/06/2015
1000110854;MONO;1;2;10;501467;3206;25/06/2015
1000110855;MONO;1;2;10;501068;3784;25/06/2015
1000110856;MONO;1;2;10;;926;25/06/2015
1000110857;MONO;1;2;10;501336;2966;25/06/2015
1000110858;MONO;1;2;10;501466;2656;25/06/2015
1000110859;MONO;1;2;10;500756;5064;25/06/2015
1000110860;MONO;1;2;20;602510;1453;25/06/2015
1000110861;MONO;1;2;10;602886;3113;25/06/2015
1000110862;MONO;1;2;15;501370;2350;25/05/2015
1000110863;MONO;1;2;15;802252;3694;25/06/2015
1000110864;MONO;1;2;15;802106;1269;25/06/2015
1000110865;MONO;1;2;15;92563720;3595;25/06/2015
1000110866;MONO;1;2;10;30209;3616;25/06/2015
1000110867;MONO;1;2;10;602569;548;25/06/2015
1000110868;TRI;3;1;60;1;2745;25/06/2015
1000110869;MONO;1;2;15;99060063;1029;25/06/2015
1000110870;MONO;1;2;10;98163649;2702;25/06/2015
1000110871;MONO;1;2;10;823169;1414;25/05/2015
1000110872;MONO;1;2;10;;2196;25/06/2015
1000110873;MONO;1;2;15;729864;6244;25/06/2015
1000110874;MONO;1;2;15;729933;150;25/01/2013
1000110875;MONO;1;2;15;1;815;25/06/2015
1000110876;MONO;1;2;15;729752;3030;25/06/2015
1000110877;MONO;1;2;15;;4122;25/06/2015
1000110878;MONO;1;2;15;698644;1997;25/06/2015
1000110879;MONO;1;2;15;;6219;25/06/2015
1000110880;MONO;1;2;15;729778;569;25/06/2015
1000110881;MONO;1;2;15;844767;1961;25/06/2015
1000110882;MONO;1;2;15;125436;2303;25/06/2015
1000110883;MONO;1;2;15;844295;1582;25/06/2015
1000110884;MONO;1;2;15;844530;3046;25/06/2015
1000110885;MONO;1;2;10;844677;478;25/06/2015
1000110886;MONO;1;2;15;158100;97;25/02/2014
1000110887;MONO;1;2;15;818935;1238;25/02/2012
1000110888;MONO;1;2;15;818750;670;25/06/2015
1000110889;MONO;1;2;15;20002458;163;25/06/2015
1000110890;MONO;1;2;15;818837;3653;25/06/2015
1000110891;MONO;1;2;15;818811;4520;25/06/2015
1000110892;MONO;1;2;15;729914;1590;25/06/2015
1000110893;TRI;3;1;15;;14252;25/08/2012
1000110894;MONO;1;2;15;818635;771;25/06/2015
1000110895;MONO;1;2;15;109966;4359;25/06/2015
1000110896;MONO;1;2;15;2008042567;5095;25/06/2015
1000110897;MONO;1;2;10;602780;4397;25/06/2015
1000110898;MONO;1;2;10;601980;3320;25/06/2015
1000110899;MONO;1;2;10;1505062;2836;25/06/2015
1000110900;MONO;1;2;10;602052;8617;25/06/2015
1000110901;MONO;1;2;10;602800;8839;25/06/2015
1000110902;MONO;1;2;20;602454;5590;25/06/2015
1000110903;MONO;1;2;10;S400021;4873;25/06/2015
1000110904;MONO;1;2;10;3083377;1739;25/06/2015
1000110905;MONO;1;2;10;S400153;4895;25/06/2015
1000110906;MONO;1;2;10;S400248;3407;25/09/2013
1000110907;MONO;1;2;15;18736456;4996;25/06/2015
1000110908;MONO;1;2;10;889186;11152;25/06/2015
1000110909;MONO;1;2;15;;2713;25/06/2015
1000110910;MONO;1;2;10;ri09769;90029;25/06/2015
1000110911;MONO;1;2;15;;19672;25/06/2015
1000110912;MONO;1;2;10;;300;25/06/2015
1000110913;MONO;1;2;15;;9541;25/06/2015
1000110914;MONO;1;2;10;;9085;25/06/2015
1000110915;TRI;3;1;15;;1353;25/06/2015
1000110916;MONO;1;2;15;;12158;25/06/2015
1000110917;MONO;1;2;15;;53177;25/06/2015
1000110918;MONO;1;2;15;126282;1443;25/06/2015
1000110919;MONO;1;2;15;;7618;25/06/2015
1000110920;MONO;1;2;10;;1401;25/06/2015
1000110921;MONO;1;2;10;;4913;25/06/2015
1000110922;TRI;3;1;30;;39474;25/06/2015
1000110923;MONO;1;2;10;;3249;25/06/2015
1000110924;MONO;1;2;10;;5868;25/06/2015
1000110925;MONO;1;2;10;;6789;25/06/2015
1000110926;MONO;1;2;10;;12756;25/06/2015
1000110927;MONO;1;2;10;1;9223;25/06/2015
1000110928;MONO;1;2;15;602465;10325;25/06/2015
1000110929;MONO;1;2;10;;8231;25/06/2015
1000110930;MONO;1;2;15;;7092;25/06/2015
1000110931;MONO;1;2;10;;3749;25/06/2015
1000110932;MONO;1;2;15;;14447;25/06/2015
1000110933;MONO;1;2;15;;18586;25/06/2015
1000110934;MONO;1;2;10;;6350;25/03/2014
1000110935;MONO;1;3;10;;5466;25/06/2015
1000110936;MONO;1;2;10;;7980;25/06/2015
1000110937;MONO;1;2;10;627407;34390;25/06/2015
1000110938;MONO;1;2;10;;8195;25/06/2015
1000110939;MONO;1;2;10;;2308;25/06/2015
1000110940;MONO;1;2;10;1;4908;25/06/2015
1000110941;MONO;1;2;10;;6528;25/06/2015
1000110942;MONO;1;2;10;;24128;25/06/2015
1000110943;MONO;1;2;10;1;5590;25/06/2015
1000110944;MONO;1;2;15;0;9800;25/06/2015
1000110945;MONO;1;2;15;;7471;25/06/2015
1000110946;MONO;1;2;10;;2306;25/06/2015
1000110947;MONO;1;2;15;;10714;25/06/2015
1000110948;MONO;1;2;10;435614;7230;25/06/2015
1000110949;TRI;3;1;60;;6395;25/06/2015
1000110950;MONO;1;2;10;1;1704;25/06/2015
1000110951;MONO;1;2;10;;9327;25/06/2015
1000110952;MONO;1;2;10;;37071;25/06/2015
1000110953;MONO;1;2;10;1140414;21550;25/12/2014
1000110954;MONO;1;2;15;;8779;25/06/2015
1000110955;MONO;1;2;30;0;2189;25/06/2015
1000110956;MONO;1;2;15;;6890;25/06/2015
1000110957;MONO;1;2;10;;12895;25/06/2015
1000110958;MONO;1;2;30;;44485;25/06/2015
1000110959;MONO;1;2;15;;21350;25/06/2015
1000110960;MONO;1;2;15;;9322;25/06/2015
1000110961;MONO;1;2;10;1;15931;25/06/2015
1000110962;MONO;1;2;10;890152;7308;25/06/2015
1000110963;MONO;1;2;15;400356;1507;25/06/2015
1000110964;MONO;1;2;10;20002091;154;25/06/2015
1000110965;MONO;1;2;10;500864;3769;25/06/2015
1000110966;MONO;1;2;10;501063;4573;25/06/2015
1000110967;MONO;1;2;10;501433;3947;25/06/2015
1000110968;MONO;1;2;10;20002385;75;25/06/2015
1000110969;MONO;1;2;20;695791;3348;25/06/2015
1000110970;MONO;1;2;10;602301;6057;25/06/2015
1000110971;MONO;1;2;10;602178;3530;25/06/2015
1000110972;MONO;1;2;15;601795;5062;25/06/2015
